iter,train_loss,val_loss
0,4.301079964637756,4.303596711158752
100,3.1003374814987184,3.1267255783081054
200,2.794503223896027,2.788589584827423
300,2.641431152820587,2.6475550174713134
400,2.575161898136139,2.5720665574073793
500,2.5298402547836303,2.5369808673858643
600,2.4923163056373596,2.4998777508735657
700,2.4666789889335634,2.4935343980789186
800,2.447677206993103,2.4488659143447875
900,2.4330379486083986,2.44652316570282
999,2.4131550788879395,2.40857173204422
